AircraftType,AirportName,AltitudeBin,MakeModel,WildlifeSize,ConditionsSky,PilotWarned,FlightPhase,Month,Year,IsSevere
Airplane,HOUSTON-HOBBY,"(-1, 0]",B-737-300,Small,No Cloud,Y,Take-off run,9,2011,0
Airplane,GENERAL MITCHELL INTL,"(1000, 2000]",B-717-200,Small,No Cloud,N,Approach,9,2011,0
Airplane,SITKA ROCKY GUTIERREZ ARPT,"(-1, 0]",ATR-72,Small,Overcast,N,Landing Roll,9,2011,0
Airplane,HILO INTL ARPT,"(-1, 0]",B-717-200,Small,Some Cloud,N,Landing Roll,9,2011,0
Airplane,UNALASKA ARPT,"(0, 10]",BE-200 KING,Medium,Some Cloud,Y,Approach,9,2011,0
Airplane,HILO INTL ARPT,"(0, 10]",SAAB-340,Small,Overcast,Y,Approach,9,2011,0
Airplane,ADAMS FIELD ARPT,"(200, 400]",MD-88,Small,No Cloud,Y,Approach,9,2011,0
Airplane,KANSAS CITY INTL,"(30, 50]",MD-80,Small,No Cloud,Y,Approach,9,2011,0
Airplane,ALLEGHENY COUNTY ARPT,"(-1, 0]",CHALLENGER 300,Small,Overcast,N,Landing Roll,9,2011,0
Airplane,CHICAGO MIDWAY INTL ARPT,"(50, 100]",B-737-700,Small,Overcast,N,Approach,9,2011,0
Airplane,DENVER INTL AIRPORT,"(5000, 18000]",A-320,Medium,No Cloud,N,Descent,9,2011,0
Airplane,NASHVILLE INTL,"(1000, 2000]",EMB-145,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(0, 10]",EMB-135,Medium,Some Cloud,N,Climb,9,2011,0
Airplane,GREATER PITTSBURGH,"(600, 1000]",B-737-300,Small,Some Cloud,N,Approach,9,2011,0
Airplane,DALLAS LOVE FIELD ARPT,"(1000, 2000]",B-737-700,Small,Some Cloud,N,Approach,9,2011,0
Airplane,ATLANTIC CITY INTL,"(-1, 0]",BA-31 JETSTR,Small,Some Cloud,N,Landing Roll,9,2011,0
Airplane,DENVER INTL AIRPORT,"(0, 10]",B-737-700,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,SALT LAKE CITY INTL,"(3000, 5000]",CL-RJ700,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,MORRISTOWN MUNICIPAL ARPT,"(-1, 0]",DA-900,Small,Overcast,Y,Take-off run,9,2011,0
Airplane,WESTCHESTER COUNTY ARPT,"(1000, 2000]",EMB-135,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,TAMPA INTL,"(600, 1000]",A-320,Medium,No Cloud,N,Climb,9,2011,0
Airplane,LOVELL FIELD ARPT,"(50, 100]",CL-RJ100/200,Small,Overcast,Y,Approach,9,2011,0
Airplane,PHOENIX SKY HARBOR,"(1000, 2000]",B-737-700,Medium,No Cloud,N,Approach,9,2011,0
Airplane,BILLINGS LOGAN INTL,"(5000, 18000]",CL-RJ100/200,Small,Some Cloud,N,Approach,9,2011,0
Airplane,GEORGE BUSH INTERCONTINENTAL,"(400, 600]",MD-83,Medium,No Cloud,N,Approach,9,2011,0
Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(-1, 0]",DC-9-50,Medium,Overcast,Y,Landing Roll,9,2011,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(10, 30]",BE-18,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,JOHN F KENNEDY INTL,"(-1, 0]",B-747-400,Small,Some Cloud,Y,Landing Roll,9,2011,0
Airplane,FOUR CORNERS REGIONAL,"(50, 100]",MU2,Large,No Cloud,N,Approach,9,2011,1
Airplane,YAMPA VALLEY,"(-1, 0]",CL-RJ100/200,Medium,Some Cloud,N,Take-off run,9,2011,0
Airplane,MC GUIRE AIR FORCE BASE,"(200, 400]",B-747-1/200,Small,No Cloud,N,Approach,9,2011,0
Airplane,WASHINGTON DULLES INTL ARPT,"(200, 400]",B-777-200,Small,Some Cloud,N,Approach,9,2011,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(400, 600]",A-319,Large,Some Cloud,Y,Approach,9,2011,0
Airplane,RONALD REAGAN WASHINGTON NATL,"(2000, 3000]",A-319,Medium,Some Cloud,N,Climb,9,2011,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(100, 200]",A-320,Small,Some Cloud,Y,Climb,9,2011,0
Airplane,BALTIMORE WASH INTL,"(100, 200]",B-737-700,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,SANTA FE DE BOGOTA,"(5000, 18000]",MD-11,Small,Some Cloud,N,Descent,9,2011,0
Airplane,PHILADELPHIA INTL,"(-1, 0]",CL-RJ100/200,Small,Some Cloud,N,Landing Roll,9,2011,0
Airplane,GEORGE BUSH INTERCONTINENTAL,"(-1, 0]",B-737-900,Small,Overcast,Y,Landing Roll,9,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(10, 30]",B-747-400,Small,Overcast,Y,Climb,9,2011,0
Airplane,NEWARK LIBERTY INTL ARPT,"(1000, 2000]",B-757-200,Small,No Cloud,Y,Approach,9,2011,0
Airplane,SANTA MONICA MUNICIPAL,"(50, 100]",CHALLENGER 300,Medium,No Cloud,N,Approach,9,2011,0
Airplane,JUAN SANTAMARIA INTL,"(-1, 0]",B-757-200,Small,Overcast,N,Landing Roll,9,2011,0
Airplane,LOS ANGELES INTL,"(200, 400]",A-320,Medium,No Cloud,Y,Climb,9,2011,0
Airplane,EPPLEY AIRFIELD,"(0, 10]",CL-RJ100/200,Small,Overcast,Y,Approach,9,2011,0
Airplane,NORFOLK INTL,"(400, 600]",MD-88,Small,Overcast,N,Climb,9,2011,0
Airplane,LIHUE ARPT,"(-1, 0]",DHC8 DASH 8,Small,Some Cloud,Y,Landing Roll,9,2011,0
Airplane,ELLINGTON FIELD ARPT,"(-1, 0]",T-38,Small,No Cloud,N,Landing Roll,9,2011,0
Airplane,BALTIMORE WASH INTL,"(3000, 5000]",B-737-300,Large,Overcast,N,Approach,9,2011,1
Airplane,MINNEAPOLIS-ST PAUL INTL,"(100, 200]",CL-RJ100/200,Small,Overcast,Y,Approach,9,2011,0
Airplane,DENVER INTL AIRPORT,"(5000, 18000]",B-737-300,Medium,No Cloud,N,Descent,9,2011,0
Airplane,DENVER INTL AIRPORT,"(3000, 5000]",B-737-700,Medium,No Cloud,Y,Approach,9,2011,0
Airplane,DEKALB-PEACHTREE ARPT,"(10, 30]",C-560,Medium,Overcast,N,Climb,9,2011,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(2000, 3000]",A-321,Medium,Some Cloud,N,Climb,9,2011,0
Airplane,BOB HOPE ARPT,"(1000, 2000]",B-737-700,Small,No Cloud,N,Approach,9,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(3000, 5000]",B-737-800,Small,No Cloud,N,Climb,9,2011,0
Airplane,KANSAS CITY INTL,"(200, 400]",A-319,Small,No Cloud,N,Approach,9,2011,0
Airplane,JACKSONVILLE INTL,"(1000, 2000]",CL-RJ700,Large,No Cloud,Y,Approach,9,2011,1
Airplane,LAMBERT-ST LOUIS INTL,"(-1, 0]",A-319,Medium,Some Cloud,Y,Landing Roll,9,2011,0
Airplane,LINCOLN MUNICIPAL,"(400, 600]",CL-RJ100/200,Small,No Cloud,Y,Approach,9,2011,0
Airplane,PHILADELPHIA INTL,"(10, 30]",CL-RJ100/200,Medium,Overcast,N,Climb,9,2011,0
Airplane,CORPUS CHRISTI INTL ARPT,"(400, 600]",B-737-300,Small,No Cloud,N,Approach,9,2011,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(600, 1000]",A-319,Small,Some Cloud,N,Approach,9,2011,0
Airplane,ADAMS FIELD ARPT,"(2000, 3000]",MD-82,Small,No Cloud,N,Approach,9,2011,0
Airplane,AKRON-CANTON MUNICIPAL,"(3000, 5000]",B-717-200,Small,No Cloud,N,Approach,9,2011,0
Airplane,WESTCHESTER COUNTY ARPT,"(-1, 0]",SAAB-340,Small,Overcast,Y,Landing Roll,9,2011,0
Airplane,HOUSTON-HOBBY,"(3000, 5000]",B-737-300,Medium,No Cloud,Y,Approach,9,2011,0
Airplane,CLEVELAND-HOPKINS INTL ARPT,"(200, 400]",DHC8 DASH 8,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,MELBOURNE INTL,"(0, 10]",PA-28,Small,Some Cloud,N,Approach,9,2011,0
Airplane,LOGAN INTL,"(-1, 0]",EMB-190,Small,Some Cloud,N,Take-off run,9,2011,0
Airplane,LOGAN INTL,"(0, 10]",A-320,Medium,No Cloud,Y,Approach,9,2011,0
Airplane,NASHVILLE INTL,"(5000, 18000]",B-737-700,Medium,No Cloud,N,Climb,9,2011,0
Airplane,ADAMS FIELD ARPT,"(3000, 5000]",LEARJET-55,Small,No Cloud,N,Climb,9,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(1000, 2000]",MD-83,Small,No Cloud,N,Approach,9,2011,0
Airplane,SACRAMENTO INTL,"(5000, 18000]",B-737-700,Small,No Cloud,N,Climb,9,2011,0
Airplane,KANSAS CITY INTL,"(1000, 2000]",B-737-300,Small,No Cloud,Y,Climb,9,2011,0
Airplane,HARRISBURG INTL,"(-1, 0]",DHC8 DASH 8,Small,Overcast,Y,Landing Roll,9,2011,0
Airplane,KAPALUA ARPT,"(-1, 0]",DHC8 DASH 8,Small,Some Cloud,Y,Landing Roll,9,2011,0
Airplane,BOB HOPE ARPT,"(-1, 0]",GLOBAL EXPRS,Small,No Cloud,Y,Take-off run,9,2011,0
Airplane,LOS ANGELES INTL,"(-1, 0]",MD-82,Small,Overcast,Y,Take-off run,9,2011,0
Airplane,WASHINGTON DULLES INTL ARPT,"(400, 600]",CL-RJ700,Small,Overcast,Y,Approach,9,2011,0
Airplane,LOUISVILLE INTL ARPT,"(2000, 3000]",A-300,Medium,Some Cloud,N,Approach,9,2011,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(2000, 3000]",A-319,Small,Some Cloud,N,Approach,9,2011,0
Airplane,VAN NUYS ARPT,"(-1, 0]",C-172,Small,Some Cloud,N,Parked,9,2011,0
Airplane,CHARLESTON AFB/INTL ARPT,"(-1, 0]",EMB-145,Small,Some Cloud,N,Take-off run,9,2011,0
Airplane,BALTIMORE WASH INTL,"(100, 200]",B-737-700,Small,Some Cloud,N,Approach,9,2011,0
Airplane,HUNTSVILLE INTL,"(400, 600]",B-747-400,Small,No Cloud,N,Approach,9,2011,0
Airplane,LONG BEACH-DAUGH FLD,"(-1, 0]",A-320,Medium,Overcast,Y,Take-off run,9,2011,0
Airplane,KAHULUI ARPT,"(-1, 0]",B-717-200,Small,Some Cloud,Y,Take-off run,9,2011,0
Airplane,PORTLAND INTL (OR),"(50, 100]",B-737-300,Large,No Cloud,Y,Approach,9,2011,0
Airplane,DENVER INTL AIRPORT,"(-1, 0]",B-737-300,Small,No Cloud,N,Landing Roll,9,2011,0
Airplane,JOHN F KENNEDY INTL,"(1000, 2000]",B-777-300,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,LAGUARDIA NY,"(600, 1000]",A-319,Large,Some Cloud,Y,Climb,9,2011,1
Airplane,ATLANTA INTL,"(600, 1000]",A-330,Large,No Cloud,N,Climb,9,2011,0
Airplane,LAMBERT-ST LOUIS INTL,"(-1, 0]",CL-RJ700,Medium,Some Cloud,Y,Take-off run,9,2011,0
Airplane,LARAMIE REGIONAL,"(30, 50]",CIRRUS SR 20/22,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,SAN ANTONIO INTL,"(-1, 0]",DC-10-10,Small,No Cloud,Y,Take-off run,9,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",MD-82,Small,No Cloud,Y,Take-off run,9,2011,0
Airplane,SACRAMENTO INTL,"(200, 400]",B-737-300,Small,No Cloud,Y,Approach,9,2011,0
Airplane,CHICAGO O'HARE INTL ARPT,"(2000, 3000]",B-737-800,Medium,No Cloud,N,Climb,9,2011,0
Airplane,AUSTIN-BERGSTROM INTL,"(3000, 5000]",B-737-800,Small,No Cloud,N,Approach,9,2011,0
Airplane,HOUSTON-HOBBY,"(600, 1000]",B-737-700,Small,No Cloud,N,Approach,9,2011,0
Airplane,HOUSTON-HOBBY,"(600, 1000]",B-737-700,Small,No Cloud,N,Approach,9,2011,0
Airplane,JOHN F KENNEDY INTL,"(-1, 0]",A-300,Large,Overcast,Y,Landing Roll,9,2011,0
Airplane,PORTLAND INTL (OR),"(400, 600]",DHC8 DASH 8,Small,No Cloud,Y,Approach,9,2011,0
Airplane,MIAMI INTL,"(200, 400]",B-757-200,Small,No Cloud,N,Approach,9,2011,1
Airplane,PURDUE UNIV ARPT,"(10, 30]",CIRRUS SR 20/22,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,RICHMOND INTL,"(2000, 3000]",CL-RJ100/200,Medium,No Cloud,N,Approach,9,2011,0
Airplane,WASHINGTON DULLES INTL ARPT,"(200, 400]",CL-RJ700,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,NEW ORLEANS INTL,"(30, 50]",B-737-300,Medium,No Cloud,N,Climb,9,2011,0
Airplane,EL SALVADOR INTL,"(-1, 0]",B-737-800,Small,No Cloud,N,Take-off run,9,2011,0
Airplane,DENVER INTL AIRPORT,"(-1, 0]",B-737-300,Small,No Cloud,N,Landing Roll,9,2011,0
Airplane,FORT WAYNE INTL,"(30, 50]",CL-RJ100/200,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,DENVER INTL AIRPORT,"(-1, 0]",A-319,Small,No Cloud,Y,Take-off run,9,2011,0
Airplane,NEWARK LIBERTY INTL ARPT,"(1000, 2000]",B-757-300,Small,Overcast,Y,Approach,9,2011,0
Airplane,JOHN F KENNEDY INTL,"(-1, 0]",CL-RJ100/200,Small,Some Cloud,Y,Landing Roll,9,2011,0
Airplane,KENDALL-TAMIAMI EXECUTIVE ARPT,"(1000, 2000]",C-172,Large,Some Cloud,N,Approach,9,2011,1
Airplane,NEWPORT NEWS/WILLIAMSBURG INTL,"(-1, 0]",PILATUS PC12,Small,Overcast,N,Take-off run,9,2011,1
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(-1, 0]",A-321,Medium,Some Cloud,Y,Landing Roll,9,2011,0
Airplane,HOUSTON-HOBBY,"(100, 200]",B-737-700,Small,Some Cloud,Y,Climb,9,2011,0
Airplane,DENVER INTL AIRPORT,"(0, 10]",BE-1900,Small,No Cloud,N,Approach,9,2011,0
Airplane,PHILADELPHIA INTL,"(600, 1000]",MD-83,Small,No Cloud,N,Approach,9,2011,0
Airplane,NASHVILLE INTL,"(30, 50]",B-737-700,Small,Some Cloud,N,Approach,9,2011,0
Airplane,ATLANTA INTL,"(600, 1000]",EMB-190,Small,Some Cloud,N,Climb,9,2011,0
Airplane,BUFFALO-NIAGARA INTL,"(1000, 2000]",B-737-700,Small,No Cloud,N,Approach,9,2011,0
Airplane,METRO OAKLAND INTL,"(3000, 5000]",B-737-300,Small,No Cloud,N,Approach,9,2011,0
Airplane,GENERAL MITCHELL INTL,"(1000, 2000]",MD-83,Small,Some Cloud,N,Approach,9,2011,0
Airplane,LEHIGH VALLEY INTL,"(-1, 0]",PA-28,Small,Overcast,Y,Landing Roll,9,2011,0
Airplane,HONOLULU INTL ARPT,"(-1, 0]",B-717-200,Small,No Cloud,Y,Landing Roll,9,2011,0
Airplane,MIAMI INTL,"(-1, 0]",A-380,Small,No Cloud,Y,Landing Roll,9,2011,0
Airplane,CHARLES B WHEELER DOWNTOWN ARPT,"(10, 30]",RKWL SHRIKE,Small,No Cloud,Y,Approach,9,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",MD-83,Small,No Cloud,Y,Take-off run,9,2011,0
Airplane,WILL ROGERS WORLD ARPT,"(200, 400]",MD-82,Small,No Cloud,N,Approach,9,2011,0
Airplane,PHILADELPHIA INTL,"(600, 1000]",B-737-700,Small,Some Cloud,N,Climb,9,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(50, 100]",EMB-145,Small,No Cloud,Y,Approach,9,2011,0
Airplane,AUSTIN-BERGSTROM INTL,"(1000, 2000]",B-737-700,Small,No Cloud,N,Approach,9,2011,0
Airplane,CHICAGO MIDWAY INTL ARPT,"(1000, 2000]",B-737-700,Small,Some Cloud,N,Approach,9,2011,0
Airplane,NEWARK LIBERTY INTL ARPT,"(5000, 18000]",B-757-200,Large,Overcast,Y,Climb,9,2011,0
Airplane,BRADLEY INTL,"(1000, 2000]",B-737-800,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(5000, 18000]",EMB-145,Medium,Some Cloud,N,Descent,9,2011,1
Airplane,MONTGOMERY REGIONAL ARPT,"(400, 600]",CL-RJ100/200,Small,Overcast,N,Climb,9,2011,0
Airplane,HICKORY REGIONAL ARPT,"(0, 10]",C-152,Small,No Cloud,N,Approach,9,2011,0
Airplane,JACKSONVILLE INTL,"(600, 1000]",EMB-170,Small,No Cloud,N,Approach,9,2011,0
Airplane,DENVER INTL AIRPORT,"(10, 30]",B-737-700,Small,Some Cloud,N,Climb,9,2011,0
Airplane,HARRISBURG INTL,"(200, 400]",CL-RJ100/200,Small,Overcast,Y,Approach,9,2011,0
Airplane,HONOLULU INTL ARPT,"(30, 50]",B-717-200,Small,No Cloud,Y,Climb,9,2011,0
Airplane,JACKSON EVERS INTL,"(3000, 5000]",B-737-700,Medium,No Cloud,N,Approach,9,2011,0
Airplane,PHOENIX SKY HARBOR,"(5000, 18000]",B-737-300,Medium,No Cloud,N,Descent,9,2011,0
Airplane,RALEIGH-DURHAM INTL,"(2000, 3000]",MD-88,Small,No Cloud,N,Approach,9,2011,0
Airplane,PHILADELPHIA INTL,"(600, 1000]",A-319,Small,Overcast,N,Climb,9,2011,0
Airplane,DENVER INTL AIRPORT,"(-1, 0]",BE-1900,Small,No Cloud,N,Landing Roll,9,2011,0
Airplane,SAN DIEGO INTL,"(1000, 2000]",B-767-300,Small,Overcast,N,Approach,9,2011,0
Airplane,JAMESTOWN REGIONAL,"(600, 1000]",C-172,Small,No Cloud,N,Approach,9,2011,1
Airplane,NEWARK LIBERTY INTL ARPT,"(400, 600]",B-767-300,Large,Some Cloud,Y,Approach,9,2011,0
Airplane,LOUISVILLE INTL ARPT,"(200, 400]",B-757-200,Small,No Cloud,Y,Approach,9,2011,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(2000, 3000]",EMB-145,Medium,No Cloud,N,Approach,9,2011,0
Airplane,SAN DIEGO INTL,"(100, 200]",A-321,Small,No Cloud,N,Approach,9,2011,0
Airplane,NORFOLK INTL,"(200, 400]",B-737-700,Small,Some Cloud,N,Approach,9,2011,0
Airplane,LAGUARDIA NY,"(100, 200]",B-737-800,Medium,No Cloud,Y,Approach,9,2011,0
Airplane,BALTIMORE WASH INTL,"(100, 200]",B-737-700,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,LAMBERT-ST LOUIS INTL,"(1000, 2000]",B-737-300,Medium,No Cloud,N,Climb,9,2011,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(1000, 2000]",A-319,Small,No Cloud,N,Approach,9,2011,0
Airplane,JACKSONVILLE INTL,"(3000, 5000]",B-737-400,Small,No Cloud,N,Climb,9,2011,0
Airplane,WASHINGTON DULLES INTL ARPT,"(1000, 2000]",B-737-700,Small,No Cloud,N,Approach,9,2011,0
Airplane,BALTIMORE WASH INTL,"(3000, 5000]",MD-82,Small,Some Cloud,N,Approach,9,2011,0
Airplane,HOUSTON-HOBBY,"(2000, 3000]",B-737-300,Small,Some Cloud,N,Approach,9,2011,0
Airplane,SPOKANE INTERNATIONAL,"(-1, 0]",DHC8 DASH 8,Medium,No Cloud,N,Take-off run,9,2011,0
Airplane,NORFOLK INTL,"(10, 30]",DHC8 DASH 8,Medium,No Cloud,N,Approach,9,2011,0
Airplane,ATLANTA INTL,"(-1, 0]",CL-RJ700,Small,No Cloud,Y,Landing Roll,9,2011,0
Airplane,HONOLULU INTL ARPT,"(-1, 0]",B-717-200,Small,Some Cloud,Y,Take-off run,9,2011,0
Airplane,TED STEVENS ANCHORAGE INTL,"(400, 600]",B-747-400,Medium,Overcast,Y,Approach,9,2011,0
Airplane,DUTCHESS COUNTY ARPT,"(-1, 0]",C-560,Small,Overcast,N,Landing Roll,9,2011,0
Airplane,RALEIGH-DURHAM INTL,"(1000, 2000]",A-320,Small,No Cloud,N,Approach,9,2011,0
Airplane,PHILADELPHIA INTL,"(600, 1000]",A-319,Medium,Overcast,N,Climb,9,2011,0
Airplane,ATLANTA INTL,"(30, 50]",A-318,Small,No Cloud,N,Approach,9,2011,0
Airplane,WICHITA MID-CONTINENT ARPT,"(-1, 0]",CHALLENGER 300,Small,No Cloud,N,Take-off run,9,2011,0
Airplane,BURLINGTON INTL,"(30, 50]",DHC8 DASH 8,Small,Some Cloud,N,Approach,9,2011,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(600, 1000]",B-737-700,Small,No Cloud,N,Approach,9,2011,0
Airplane,CAPITAL CITY (MI),"(2000, 3000]",CL-RJ100/200,Medium,Some Cloud,N,Approach,9,2011,0
Airplane,ATLANTA INTL,"(1000, 2000]",CL-RJ900,Small,No Cloud,N,Approach,9,2011,0
Airplane,DALLAS LOVE FIELD ARPT,"(3000, 5000]",B-737-300,Small,No Cloud,N,Approach,9,2011,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(1000, 2000]",A-319,Small,No Cloud,Y,Approach,9,2011,0
Airplane,TAMPA INTL,"(600, 1000]",B-737-300,Small,No Cloud,N,Approach,9,2011,0
Airplane,BALTIMORE WASH INTL,"(400, 600]",A-321,Small,Some Cloud,N,Approach,9,2011,0
Airplane,GEORGE BUSH INTERCONTINENTAL,"(-1, 0]",EMB-145,Small,Some Cloud,Y,Landing Roll,9,2011,0
Airplane,JOHN F KENNEDY INTL,"(50, 100]",CL-RJ700,Small,Some Cloud,Y,Approach,9,2011,0
Airplane,DENVER INTL AIRPORT,"(-1, 0]",B-737-300,Small,No Cloud,N,Landing Roll,9,2011,0
Airplane,LAGUARDIA NY,"(600, 1000]",EMB-190,Small,Overcast,Y,Approach,9,2011,0
Airplane,PHOENIX-MESA GATEWAY,"(5000, 18000]",MD-83,Large,Some Cloud,N,Climb,9,2011,1
Airplane,AUSTIN-BERGSTROM INTL,"(5000, 18000]",EMB 500,Small,No Cloud,N,Approach,9,2011,1
Airplane,PIEDMONT TRIAD INTL,"(200, 400]",A-320,Small,No Cloud,N,Approach,10,2011,0
Airplane,BISHOP INTL FLINT,"(10, 30]",DHC8 DASH 8,Medium,Overcast,N,Climb,10,2011,0
Airplane,ORLANDO INTL,"(400, 600]",A-320,Small,No Cloud,N,Approach,10,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",B-737-800,Small,No Cloud,N,Take-off run,10,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(10, 30]",MD-83,Small,No Cloud,N,Approach,10,2011,0
Airplane,NORMAN MANLEY INTL,"(50, 100]",B-737-800,Small,No Cloud,N,Approach,10,2011,0
Airplane,GREENVILLE-SPARTANBURG INTL,"(400, 600]",B-737-700,Small,No Cloud,N,Climb,10,2011,0
Airplane,PHILADELPHIA INTL,"(600, 1000]",A-321,Small,Some Cloud,N,Approach,10,2011,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(1000, 2000]",B-717-200,Large,Some Cloud,Y,Approach,10,2011,0
Airplane,GERALD R FORD INTL,"(-1, 0]",B-717-200,Small,Some Cloud,N,Landing Roll,10,2011,0
Airplane,HAYS REGIONAL,"(10, 30]",BE-1900,Small,No Cloud,N,Approach,10,2011,0
Airplane,QUINN FIELD ARPT,"(200, 400]",MAULE M-7,Medium,No Cloud,N,Climb,10,2011,1
Airplane,BARNSTABLE MUNICIPAL,"(-1, 0]",C-414,Small,Some Cloud,Y,Take-off run,10,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(100, 200]",MD-82,Small,No Cloud,N,Approach,10,2011,0
Airplane,WASHINGTON DULLES INTL ARPT,"(600, 1000]",B-737-700,Small,No Cloud,N,Approach,10,2011,0
Airplane,HENRY E ROHLSEN ARPT,"(10, 30]",B-737-800,Small,No Cloud,N,Approach,10,2011,0
Airplane,MANCHESTER AIRPORT,"(200, 400]",B-737-700,Small,Overcast,N,Approach,10,2011,0
Airplane,SARASOTA-BRADENTON,"(600, 1000]",B-717-200,Medium,No Cloud,Y,Climb,10,2011,0
Airplane,CHARLES DE GAULLE,"(3000, 5000]",B-767-300,Small,No Cloud,N,Approach,10,2011,0
Airplane,COLORADO SPRINGS MUNICIPAL,"(-1, 0]",EMB-190,Small,No Cloud,N,Take-off run,10,2011,0
Airplane,BOB HOPE ARPT,"(-1, 0]",MD-82,Small,No Cloud,N,Landing Roll,10,2011,0
Airplane,AUGUSTA STATE,"(10, 30]",C-402,Medium,Overcast,Y,Approach,10,2011,0
Airplane,BALTIMORE WASH INTL,"(400, 600]",B-737-700,Small,Some Cloud,Y,Approach,10,2011,0
Airplane,TAMPA INTL,"(2000, 3000]",B-737-700,Small,No Cloud,Y,Climb,10,2011,0
Airplane,MCCONNELL AIR FORCE BASE,"(-1, 0]",B-767-200,Small,No Cloud,N,Landing Roll,10,2011,0
Airplane,LIHUE ARPT,"(-1, 0]",B-757-200,Small,Some Cloud,Y,Taxi,10,2011,0
Airplane,WILMINGTON INTL,"(600, 1000]",CL-RJ100/200,Small,Some Cloud,N,Approach,10,2011,0
Airplane,CHICAGO MIDWAY INTL ARPT,"(200, 400]",B-737-700,Small,No Cloud,N,Approach,10,2011,0
Airplane,KANSAS CITY INTL,"(-1, 0]",B-737-300,Large,No Cloud,Y,Landing Roll,10,2011,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(2000, 3000]",EMB-190,Small,No Cloud,N,Approach,10,2011,0
Airplane,GREATER PITTSBURGH,"(1000, 2000]",MD-82,Small,Some Cloud,N,Approach,10,2011,0
Airplane,RALEIGH-DURHAM INTL,"(3000, 5000]",B-737-700,Small,No Cloud,Y,Approach,10,2011,0
Airplane,SPOKANE INTERNATIONAL,"(2000, 3000]",B-737-700,Small,Some Cloud,Y,Approach,10,2011,0
Airplane,HARRISBURG INTL,"(-1, 0]",EMB-145,Small,Some Cloud,Y,Landing Roll,10,2011,0
Airplane,CECIL ARPT,"(-1, 0]",LOCKHEED C-130,Small,No Cloud,Y,Take-off run,10,2011,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(400, 600]",B-737-800,Small,No Cloud,N,Approach,10,2011,0
Airplane,RONALD REAGAN WASHINGTON NATL,"(2000, 3000]",EMB-145,Small,No Cloud,Y,Approach,10,2011,0
Airplane,KALAELOA ARPT JOHN RODGERS FIELD,"(-1, 0]",LIBERTY XL-2,Small,Some Cloud,N,Take-off run,10,2011,0
Airplane,NORFOLK INTL,"(50, 100]",B-737-300,Small,No Cloud,N,Approach,10,2011,0
Airplane,EPPLEY AIRFIELD,"(0, 10]",CL-RJ100/200,Small,Some Cloud,Y,Climb,10,2011,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(-1, 0]",A-319,Small,Some Cloud,Y,Take-off run,10,2011,0
Airplane,JOHN F KENNEDY INTL,"(100, 200]",B-777-300,Small,No Cloud,Y,Approach,10,2011,0
Airplane,JOHN F KENNEDY INTL,"(100, 200]",B-747-400,Small,No Cloud,Y,Approach,10,2011,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(1000, 2000]",A-321,Small,Some Cloud,Y,Climb,10,2011,0
