AircraftType,AirportName,AltitudeBin,MakeModel,WildlifeSize,ConditionsSky,PilotWarned,FlightPhase,Month,Year,IsSevere
Airplane,LAGUARDIA NY,"(1000, 2000]",B-737-400,Medium,No Cloud,N,Climb,11,2000,1
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",MD-80,Small,Some Cloud,Y,Landing Roll,7,2001,1
Airplane,LAKEFRONT AIRPORT,"(30, 50]",C-500,Small,No Cloud,N,Approach,9,2001,0
Airplane,SEATTLE-TACOMA INTL,"(30, 50]",B-737-400,Small,Some Cloud,Y,Climb,9,2002,0
Airplane,NORFOLK INTL,"(30, 50]",CL-RJ100/200,Small,No Cloud,N,Approach,6,2003,0
Airplane,GUAYAQUIL/S BOLIVAR,"(-1, 0]",A-300,Small,No Cloud,N,Take-off run,7,2003,0
Airplane,NEW CASTLE COUNTY,"(100, 200]",LEARJET-25,Small,No Cloud,N,Climb,8,2003,1
Airplane,WASHINGTON DULLES INTL ARPT,"(50, 100]",A-320,Small,Some Cloud,Y,Approach,3,2006,1
Airplane,ATLANTA INTL,"(-1, 0]",DC-9-30,Small,Some Cloud,N,Take-off run,1,2000,0
Airplane,ORLANDO SANFORD INTL AIRPORT,"(-1, 0]",A-330,Small,Some Cloud,N,Landing Roll,1,2000,0
Airplane,ONTARIO INTL ARPT,"(100, 200]",A-320,Small,Some Cloud,N,Approach,1,2000,0
Airplane,CHICAGO O'HARE INTL ARPT,"(1000, 2000]",FOKKER F100,Large,No Cloud,N,Approach,1,2000,1
Airplane,GROTON-NEW LONDON AR,"(-1, 0]",C-421,Small,Overcast,N,Landing Roll,1,2000,0
Airplane,SPIRIT OF ST LOUIS,"(1000, 2000]",C-560,Small,Overcast,N,Approach,1,2000,0
Airplane,THEODORE FRANCIS GREEN STATE,"(30, 50]",B-737-200,Small,No Cloud,N,Approach,1,2000,0
Airplane,KANSAS CITY INTL,"(400, 600]",MD-80,Large,Some Cloud,Y,Approach,2,2000,0
Airplane,LIHUE ARPT,"(-1, 0]",DC-9-50,Small,No Cloud,Y,Take-off run,2,2000,0
Airplane,PHOENIX SKY HARBOR,"(-1, 0]",B-737,Small,Overcast,N,Landing Roll,2,2000,0
Airplane,NASHVILLE INTL,"(600, 1000]",B-737-400,Small,Some Cloud,N,Climb,2,2000,0
Airplane,JIM HAMILTON L B OWENS ARPT,"(400, 600]",C-560,Small,Some Cloud,N,Climb,2,2000,1
Airplane,CHICAGO O'HARE INTL ARPT,"(3000, 5000]",B-737-300,Medium,Overcast,N,Climb,2,2000,0
Airplane,WASHINGTON DULLES INTL ARPT,"(1000, 2000]",B-737-200,Medium,No Cloud,Y,Climb,2,2000,0
Airplane,SOUTHWEST FLORIDA INTL ARPT,"(-1, 0]",B-737-400,Large,Some Cloud,Y,Landing Roll,2,2000,0
Airplane,ABERDEEN REGIONAL AR,"(1000, 2000]",SAAB-340,Small,Some Cloud,N,Climb,3,2000,0
Airplane,NEWARK LIBERTY INTL ARPT,"(-1, 0]",MD-82,Small,No Cloud,Y,Landing Roll,3,2000,0
Airplane,ASPEN-PITKIN CO/SARD,"(10, 30]",HAWKER 800,Small,No Cloud,N,Approach,3,2000,0
Airplane,ROCHESTER INTL,"(100, 200]",FOKKER F28 MK 1000,Small,No Cloud,N,Climb,3,2000,0
Airplane,MINNEAPOLIS-ST PAUL INTL,"(50, 100]",B-757-200,Small,Overcast,N,Approach,3,2000,0
Airplane,PUEBLO MEMORIAL ARPT,"(0, 10]",HAWKER 800,Small,No Cloud,N,Approach,3,2000,0
Airplane,WESTCHESTER COUNTY ARPT,"(0, 10]",EMB-135,Medium,No Cloud,Y,Climb,3,2000,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(3000, 5000]",DC-9-40,Small,No Cloud,N,Descent,3,2000,0
Airplane,ATLANTA INTL,"(600, 1000]",DC-9-30,Medium,No Cloud,N,Approach,3,2000,0
Airplane,LAGUARDIA NY,"(1000, 2000]",B-727-200,Medium,No Cloud,N,Approach,3,2000,1
Airplane,TAHITI FAAA,"(-1, 0]",DC-10-30,Medium,Some Cloud,N,Landing Roll,3,2000,1
Airplane,ORLANDO INTL,"(-1, 0]",SAAB-340,Medium,Some Cloud,Y,Take-off run,3,2000,0
Airplane,MYRTLE BEACH INTL,"(-1, 0]",B-737,Large,Some Cloud,N,Landing Roll,3,2000,1
Airplane,MINNEAPOLIS-ST PAUL INTL,"(600, 1000]",DC-9-10,Large,Overcast,Y,Climb,3,2000,1
Airplane,LAFAYETTE REGIONAL (LA),"(600, 1000]",SAAB-340,Small,No Cloud,Y,Climb,3,2000,0
Airplane,CLEVELAND-HOPKINS INTL ARPT,"(1000, 2000]",EMB-145,Small,No Cloud,N,Approach,3,2000,0
Airplane,WASHINGTON DULLES INTL ARPT,"(600, 1000]",B-737-300,Small,No Cloud,N,Approach,4,2000,0
Airplane,SAN FRANCISCO INTL ARPT,"(-1, 0]",B-747-1/200,Small,No Cloud,Y,Take-off run,4,2000,0
Airplane,CENTRAL WISCONSIN ARPT,"(30, 50]",SAAB-340,Small,Some Cloud,N,Approach,4,2000,0
Airplane,BARKSDALE AIR FORCE BASE ARPT,"(600, 1000]",B-52H,Medium,No Cloud,Y,Approach,4,2000,0
Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(50, 100]",DC-9,Medium,Some Cloud,N,Climb,4,2000,1
Airplane,MYRTLE BEACH INTL,"(50, 100]",DC-9,Small,No Cloud,N,Climb,4,2000,0
Airplane,SAN FRANCISCO INTL ARPT,"(30, 50]",B-737-500,Small,Some Cloud,Y,Approach,4,2000,0
Airplane,TOLEDO EXPRESS ARPT,"(-1, 0]",CL-RJ100/200,Large,Some Cloud,N,Landing Roll,4,2000,1
Airplane,METRO OAKLAND INTL,"(-1, 0]",B-737-700,Small,Some Cloud,Y,Landing Roll,4,2000,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(400, 600]",B-757-200,Small,No Cloud,N,Approach,4,2000,0
Airplane,BEVERLY MUNICIPAL ARPT,"(-1, 0]",C-560,Large,Some Cloud,N,Take-off run,4,2000,0
Airplane,TED STEVENS ANCHORAGE INTL,"(3000, 5000]",B-747-400,Large,No Cloud,Y,Descent,4,2000,1
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(600, 1000]",FOKKER F100,Small,Overcast,N,Approach,4,2000,0
Airplane,TED STEVENS ANCHORAGE INTL,"(10, 30]",B-757-200,Small,Overcast,Y,Approach,4,2000,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(1000, 2000]",CL-RJ100/200,Small,No Cloud,Y,Approach,4,2000,0
Airplane,GREATER PEORIA REGIONAL ARPT,"(1000, 2000]",BE-58  BARON,Small,No Cloud,N,Approach,5,2000,0
Airplane,INDIANAPOLIS INTL,"(-1, 0]",DC-9-30,Small,No Cloud,N,Landing Roll,5,2000,0
Airplane,SAN FRANCISCO INTL ARPT,"(-1, 0]",B-737-500,Small,Some Cloud,N,Landing Roll,5,2000,0
Airplane,LOUISVILLE INTL ARPT,"(50, 100]",B-767-300,Small,Overcast,Y,Approach,5,2000,0
Airplane,PORTLAND INTL (OR),"(-1, 0]",DC-10,Medium,Overcast,Y,Landing Roll,5,2000,0
Airplane,STEWART INTL AIRPORT,"(30, 50]",FOKKER F100,Medium,Some Cloud,N,Climb,5,2000,0
Airplane,LOS ANGELES INTL,"(-1, 0]",SAAB-340,Small,Some Cloud,N,Take-off run,5,2000,1
Airplane,BARKSDALE AIR FORCE BASE ARPT,"(1000, 2000]",B-52H,Small,No Cloud,Y,Approach,5,2000,0
Airplane,BURKE LAKEFRONT,"(-1, 0]",PA-31 NAVAJO,Medium,Overcast,Y,Landing Roll,5,2000,0
Airplane,PHILADELPHIA INTL,"(600, 1000]",FOKKER F100,Medium,Overcast,Y,Approach,5,2000,0
Airplane,METRO OAKLAND INTL,"(10, 30]",B-737-300,Small,Some Cloud,Y,Climb,5,2000,0
Airplane,CAPITAL CITY (MI),"(-1, 0]",SAAB-340,Small,Some Cloud,N,Take-off run,5,2000,0
Airplane,CAPITAL (BEIJING),"(200, 400]",B-727,Small,No Cloud,Y,Approach,5,2000,0
Airplane,PEASE INTL TRADEPORT,"(600, 1000]",C-172,Medium,Some Cloud,Y,Climb,5,2000,1
Airplane,SAVANNAH INTL,"(-1, 0]",EMB-145,Small,Overcast,Y,Take-off run,6,2000,0
Airplane,PHILADELPHIA INTL,"(400, 600]",A-320,Small,No Cloud,N,Approach,6,2000,0
Airplane,WASHINGTON DULLES INTL ARPT,"(100, 200]",BA-31 JETSTR,Small,No Cloud,N,Approach,6,2000,0
Airplane,BURKE LAKEFRONT,"(-1, 0]",LEARJET-35,Medium,Some Cloud,Y,Landing Roll,6,2000,0
Airplane,HILO INTL ARPT,"(-1, 0]",DC-9-50,Small,Some Cloud,N,Landing Roll,6,2000,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(0, 10]",MD-88,Small,Some Cloud,Y,Climb,6,2000,0
Airplane,DALLAS LOVE FIELD ARPT,"(-1, 0]",B-737,Small,Overcast,N,Landing Roll,6,2000,0
Airplane,LOGAN INTL,"(600, 1000]",B-737-300,Large,Overcast,N,Climb,6,2000,1
Airplane,DENVER INTL AIRPORT,"(400, 600]",BE-1900,Small,No Cloud,N,Approach,6,2000,0
Airplane,SAVANNAH INTL,"(-1, 0]",B-757-200,Small,No Cloud,N,Take-off run,6,2000,0
Airplane,KALAMAZOO/BATTLE CREEK INTL,"(30, 50]",CL-RJ100/200,Small,Some Cloud,N,Approach,6,2000,0
Airplane,NORFOLK INTL,"(-1, 0]",IAI-1124,Medium,Some Cloud,N,Take-off run,6,2000,0
Airplane,GERALD R FORD INTL,"(-1, 0]",DC-9-40,Small,Overcast,N,Landing Roll,6,2000,0
Airplane,INDIANAPOLIS INTL,"(-1, 0]",B-757-200,Small,Some Cloud,Y,Landing Roll,6,2000,0
Airplane,FORT SMITH MUNICIPAL ARPT,"(10, 30]",C-172,Small,No Cloud,N,Approach,6,2000,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",BE-1900,Small,Some Cloud,Y,Landing Roll,6,2000,0
Airplane,MCCARREN INTL,"(5000, 18000]",B-727,Medium,Overcast,N,Climb,6,2000,0
Airplane,ATLANTA INTL,"(-1, 0]",BA-31 JETSTR,Medium,Some Cloud,N,Landing Roll,6,2000,1
Airplane,HESLER-NOBLE FIELD ARPT,"(50, 100]",LEARJET-31,Medium,No Cloud,N,Climb,6,2000,1
Airplane,CHICAGO O'HARE INTL ARPT,"(-1, 0]",CL-RJ100/200,Small,No Cloud,Y,Take-off run,6,2000,0
Airplane,SOUTHWEST FLORIDA INTL ARPT,"(-1, 0]",C-402,Small,Some Cloud,Y,Take-off run,6,2000,0
Airplane,PENSACOLA REGIONAL,"(10, 30]",SHORTS SC7,Small,No Cloud,N,Climb,7,2000,0
Airplane,PHILADELPHIA INTL,"(50, 100]",MD-88,Small,No Cloud,Y,Approach,7,2000,0
Airplane,BALTIMORE WASH INTL,"(50, 100]",B-757-200,Small,Some Cloud,Y,Climb,7,2000,0
Airplane,SAN FRANCISCO INTL ARPT,"(0, 10]",B-737-800,Small,No Cloud,Y,Climb,7,2000,0
Airplane,WASHINGTON DULLES INTL ARPT,"(-1, 0]",A-319,Medium,No Cloud,Y,Landing Roll,7,2000,0
Airplane,LAURENCE G HANSCOM,"(-1, 0]",CITATION II,Small,Some Cloud,N,Landing Roll,7,2000,0
Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",ATR-72,Small,Some Cloud,Y,Landing Roll,7,2000,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(-1, 0]",B-737-300,Medium,Some Cloud,Y,Landing Roll,7,2000,0
Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",ATR-72,Small,No Cloud,Y,Landing Roll,7,2000,0
Airplane,SUVA FIJI,"(50, 100]",A-320,Small,No Cloud,N,Approach,7,2000,0
Airplane,OXNARD ARPT,"(50, 100]",C-172,Small,No Cloud,N,Approach,7,2000,0
Airplane,PORTLAND INTL (OR),"(-1, 0]",B-737-500,Medium,Overcast,Y,Landing Roll,7,2000,0
Airplane,MORRISTOWN MUNICIPAL ARPT,"(-1, 0]",DA-20 FALCON,Small,Some Cloud,Y,Take-off run,7,2000,0
Airplane,LOUISVILLE INTL ARPT,"(10, 30]",B-737-200,Medium,No Cloud,N,Climb,7,2000,0
Airplane,LOUISVILLE INTL ARPT,"(-1, 0]",B-737-200,Small,Overcast,N,Landing Roll,7,2000,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",SAAB-340,Small,Some Cloud,N,Take-off run,7,2000,0
Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",ATR-72,Small,Some Cloud,Y,Take-off run,7,2000,0
Airplane,TRENTON MERCER ARPT,"(200, 400]",BE-400 BJET,Small,No Cloud,Y,Climb,7,2000,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",CL-RJ100/200,Small,No Cloud,Y,Take-off run,7,2000,0
Airplane,PORTLAND INTL (OR),"(100, 200]",C-402,Small,No Cloud,Y,Approach,7,2000,0
Airplane,PANAMA CITY - BAY COUNTY INTL,"(30, 50]",SAAB-340,Small,Some Cloud,N,Climb,7,2000,0
Airplane,TETERBORO AIRPORT,"(-1, 0]",DA-2000,Small,Overcast,N,Take-off run,7,2000,0
Airplane,SANFORD REGIONAL ARPT,"(30, 50]",HAWKER-SDLY HS125,Small,Some Cloud,N,Approach,7,2000,0
Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",C-560,Small,Some Cloud,N,Landing Roll,7,2000,0
Airplane,NEWARK LIBERTY INTL ARPT,"(-1, 0]",A-300,Medium,No Cloud,N,Landing Roll,8,2000,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",SAAB-340,Small,No Cloud,N,Landing Roll,8,2000,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(50, 100]",B-767,Small,Overcast,Y,Approach,8,2000,0
Airplane,MEMPHIS INTL,"(-1, 0]",B-737-300,Small,Some Cloud,N,Take-off run,8,2000,1
Airplane,GREATER ROCHESTER INTL,"(-1, 0]",A-319,Small,Overcast,N,Take-off run,8,2000,0
Airplane,BALTIMORE WASH INTL,"(-1, 0]",B-737-300,Small,Overcast,Y,Landing Roll,8,2000,0
Airplane,PANAMA CITY - BAY COUNTY INTL,"(-1, 0]",SAAB-340,Small,No Cloud,N,Take-off run,8,2000,1
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(-1, 0]",FOKKER F100,Medium,No Cloud,Y,Landing Roll,8,2000,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(50, 100]",B-737-300,Medium,Some Cloud,N,Approach,8,2000,0
Airplane,SAINT HUBERT,"(-1, 0]",HAWKER 1000,Medium,No Cloud,N,Landing Roll,8,2000,0
Airplane,RALEIGH-DURHAM INTL,"(-1, 0]",B-727-200,Large,Some Cloud,N,Take-off run,8,2000,0
Airplane,DUPAGE AIRPORT,"(100, 200]",C-172,Small,No Cloud,N,Climb,8,2000,0
Airplane,DUPAGE AIRPORT,"(50, 100]",PA-28,Small,Some Cloud,N,Approach,8,2000,0
Airplane,DALLAS LOVE FIELD ARPT,"(2000, 3000]",CL-RJ100/200,Small,No Cloud,N,Approach,8,2000,0
Airplane,ROANOKE REGIONAL,"(-1, 0]",BE-23 SUNDOWNER,Small,No Cloud,N,Landing Roll,8,2000,0
Airplane,LOUISVILLE INTL ARPT,"(-1, 0]",B-737-300,Small,No Cloud,N,Landing Roll,8,2000,0
Airplane,EL PASO INTL ARPT,"(50, 100]",B-737-300,Small,Some Cloud,N,Approach,8,2000,0
Airplane,NEWARK LIBERTY INTL ARPT,"(10, 30]",B-737-500,Small,Some Cloud,N,Approach,8,2000,0
Airplane,NEWARK LIBERTY INTL ARPT,"(-1, 0]",B-727-200,Small,Some Cloud,Y,Landing Roll,8,2000,0
Airplane,PANAMA CITY - BAY COUNTY INTL,"(30, 50]",BE-400 BJET,Small,Some Cloud,Y,Climb,8,2000,0
Airplane,PALM BEACH INTL,"(-1, 0]",BE-1900,Small,Some Cloud,Y,Take-off run,8,2000,0
Airplane,LEWISTON-NEZ PERCE CO ARPT,"(0, 10]",DHC8 DASH 8,Small,No Cloud,N,Approach,8,2000,0
Airplane,GERALD R FORD INTL,"(10, 30]",A-319,Small,Some Cloud,Y,Approach,8,2000,0
Airplane,PHILADELPHIA INTL,"(-1, 0]",B-747-1/200,Large,Overcast,Y,Take-off run,8,2000,1
Airplane,BLOOMINGTON/NORMAL,"(-1, 0]",BE-90  KING,Small,Some Cloud,N,Take-off run,8,2000,0
Airplane,BLOOMINGTON/NORMAL,"(-1, 0]",SAAB-340,Small,Some Cloud,Y,Take-off run,8,2000,0
Airplane,INDIANAPOLIS REGIONAL ARPT,"(0, 10]",HAWKER 1000,Small,No Cloud,N,Approach,8,2000,0
Airplane,JACKSON EVERS INTL,"(200, 400]",B-737-300,Small,No Cloud,Y,Climb,8,2000,0
Airplane,NEWARK LIBERTY INTL ARPT,"(10, 30]",MD-80,Small,Some Cloud,Y,Approach,8,2000,0
Airplane,DALLAS LOVE FIELD ARPT,"(-1, 0]",DC-9-30,Medium,No Cloud,Y,Take-off run,8,2000,0
Airplane,SAVANNAH INTL,"(-1, 0]",CL-RJ100/200,Small,Some Cloud,Y,Landing Roll,8,2000,0
Airplane,VANCOUVER INTL,"(30, 50]",DHC8 DASH 8,Small,Some Cloud,N,Approach,8,2000,0
Airplane,LEHIGH VALLEY INTL,"(-1, 0]",DC-9,Medium,Overcast,N,Landing Roll,8,2000,0
Airplane,SALT LAKE CITY INTL,"(600, 1000]",B-727,Small,No Cloud,N,Approach,9,2000,0
Airplane,LOGAN INTL,"(10, 30]",B-767-200,Small,No Cloud,Y,Approach,9,2000,0
Airplane,GREATER ROCHESTER INTL,"(-1, 0]",B-727,Small,Overcast,N,Landing Roll,9,2000,0
Airplane,QUAD CITY ARPT,"(-1, 0]",BA-146,Small,Overcast,N,Take-off run,9,2000,0
Airplane,PORT COLUMBUS INTL,"(-1, 0]",DC-9,Small,Some Cloud,N,Take-off run,9,2000,0
Airplane,TETERBORO AIRPORT,"(-1, 0]",GULFAERO III,Small,Some Cloud,N,Take-off run,9,2000,0
Airplane,BALTIMORE WASH INTL,"(400, 600]",A-320,Medium,No Cloud,Y,Approach,9,2000,0
Airplane,NASHVILLE INTL,"(-1, 0]",BA-31 JETSTR,Small,Overcast,N,Take-off run,9,2000,0
Airplane,KANSAS CITY INTL,"(10, 30]",B-737-300,Small,Some Cloud,Y,Approach,9,2000,0
Airplane,EPPLEY AIRFIELD,"(100, 200]",B-737-200,Small,No Cloud,Y,Approach,9,2000,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(-1, 0]",BE-300 KING,Small,Some Cloud,Y,Landing Roll,9,2000,0
Airplane,QUAD CITY ARPT,"(-1, 0]",MU2,Medium,Some Cloud,Y,Landing Roll,9,2000,0
Airplane,BOB HOPE ARPT,"(30, 50]",B-737-300,Small,No Cloud,N,Approach,9,2000,0
Airplane,GENERAL MITCHELL INTL,"(2000, 3000]",DORNIER,Small,No Cloud,Y,Approach,9,2000,0
Airplane,LAURENCE G HANSCOM,"(-1, 0]",BE-200 KING,Large,No Cloud,N,Landing Roll,9,2000,0
Airplane,PEASE INTL TRADEPORT,"(-1, 0]",B-727-200,Small,Some Cloud,Y,Take-off run,9,2000,0
Airplane,CLEVELAND-HOPKINS INTL ARPT,"(2000, 3000]",EMB-145,Small,No Cloud,Y,Approach,9,2000,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(100, 200]",FOKKER F100,Small,No Cloud,N,Approach,9,2000,0
Airplane,FRESNO YOSEMITE INTL,"(50, 100]",SAAB-340,Medium,No Cloud,N,Approach,9,2000,0
Airplane,UNIVERSITY PARK ARPT,"(-1, 0]",BA-41 JETSTR,Small,Some Cloud,N,Take-off run,9,2000,0
Airplane,SALT LAKE CITY INTL,"(50, 100]",B-767-300,Large,No Cloud,N,Approach,9,2000,0
Airplane,COLORADO SPRINGS MUNICIPAL,"(-1, 0]",B-737-300,Small,Some Cloud,N,Landing Roll,9,2000,0
Airplane,FORT WAYNE INTL,"(3000, 5000]",BE-1900,Large,No Cloud,N,Approach,9,2000,1
Airplane,HILO INTL ARPT,"(50, 100]",DC-9-50,Small,No Cloud,N,Approach,9,2000,0
Airplane,ORLANDO INTL,"(-1, 0]",B-737-200,Small,Some Cloud,Y,Take-off run,9,2000,0
Airplane,THEODORE FRANCIS GREEN STATE,"(-1, 0]",SAAB-340,Small,Some Cloud,N,Landing Roll,9,2000,0
Airplane,KEARNEY MUNICIPAL,"(2000, 3000]",BE-1900,Small,Some Cloud,N,Approach,9,2000,0
Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(-1, 0]",A-310,Large,No Cloud,Y,Take-off run,9,2000,0
Airplane,NEWARK LIBERTY INTL ARPT,"(1000, 2000]",B-727,Medium,No Cloud,N,Approach,9,2000,0
Airplane,TOCUMEN INTL,"(100, 200]",B-727-200,Small,Some Cloud,Y,Approach,10,2000,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(10, 30]",FOKKER F100,Medium,No Cloud,N,Approach,10,2000,0
Airplane,WASHINGTON DULLES INTL ARPT,"(50, 100]",CL-RJ100/200,Small,No Cloud,Y,Approach,10,2000,0
Airplane,NASHVILLE INTL,"(1000, 2000]",CITATION II,Small,No Cloud,N,Approach,10,2000,0
Airplane,LOGAN INTL,"(-1, 0]",A-320,Small,Overcast,Y,Take-off run,10,2000,0
Airplane,BURKE LAKEFRONT,"(-1, 0]",C-560,Medium,Overcast,Y,Landing Roll,10,2000,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(200, 400]",FOKKER F100,Medium,Some Cloud,Y,Approach,10,2000,0
Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(200, 400]",CL-RJ100/200,Small,No Cloud,N,Approach,10,2000,0
Airplane,WATERLOO REGIONAL ARPT,"(-1, 0]",EMB-110,Small,No Cloud,Y,Take-off run,10,2000,0
Airplane,KANSAS CITY INTL,"(-1, 0]",B-737,Small,Some Cloud,Y,Landing Roll,10,2000,0
Airplane,SANTO DOMINGO/LAS AM,"(0, 10]",B-727,Medium,No Cloud,N,Climb,10,2000,1
Airplane,ALBANY INTL,"(-1, 0]",B-737-700,Medium,No Cloud,N,Take-off run,10,2000,1
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(1000, 2000]",B-767-400,Medium,No Cloud,N,Approach,10,2000,1
Airplane,LOUISVILLE INTL ARPT,"(100, 200]",DA-10 FALCON,Small,Overcast,N,Approach,10,2000,0
Airplane,LOGAN INTL,"(-1, 0]",SAAB-340,Small,Overcast,Y,Take-off run,10,2000,0
Airplane,PALM BEACH INTL,"(3000, 5000]",B-757-200,Medium,No Cloud,N,Climb,10,2000,0
Airplane,DALLAS LOVE FIELD ARPT,"(200, 400]",EMB-145,Small,Overcast,N,Approach,10,2000,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(1000, 2000]",DHC8 DASH 8,Medium,No Cloud,Y,Approach,10,2000,0
Airplane,SACRAMENTO INTL,"(600, 1000]",C-208,Large,No Cloud,N,Climb,10,2000,0
Airplane,JOHN F KENNEDY INTL,"(-1, 0]",A-300,Medium,No Cloud,N,Take-off run,10,2000,0
Airplane,MEMPHIS INTL,"(30, 50]",B-727,Small,Overcast,Y,Climb,10,2000,0
Airplane,BUFFALO-NIAGARA INTL,"(-1, 0]",CL-RJ100/200,Small,No Cloud,N,Take-off run,10,2000,0
Airplane,PEASE INTL TRADEPORT,"(-1, 0]",BA-31 JETSTR,Small,Some Cloud,Y,Take-off run,11,2000,0
Airplane,CLEVELAND-HOPKINS INTL ARPT,"(3000, 5000]",EMB-145,Small,Some Cloud,N,Approach,11,2000,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(-1, 0]",IAI-1124,Small,Overcast,Y,Take-off run,11,2000,0
Airplane,SACRAMENTO INTL,"(1000, 2000]",EMB-120,Medium,No Cloud,Y,Approach,11,2000,1
Airplane,PHILADELPHIA INTL,"(3000, 5000]",A-319,Small,No Cloud,N,Approach,11,2000,0
Airplane,ATLANTA INTL,"(30, 50]",B-737-300,Large,Overcast,N,Approach,11,2000,0
Airplane,AUSTIN STRAUBEL INTL,"(-1, 0]",DC-9,Small,Overcast,N,Take-off run,11,2000,0
Airplane,DES MOINES INTL,"(5000, 18000]",PA-31T CHEYENNE II,Medium,Overcast,Y,Descent,11,2000,1
Airplane,WAUKEGAN REGIONAL ARPT,"(-1, 0]",DA-50 FALCON,Small,No Cloud,N,Take-off run,11,2000,0
Airplane,DENVER INTL AIRPORT,"(10, 30]",B-737-200,Small,Overcast,N,Approach,11,2000,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(30, 50]",RKWLTRBO 690,Small,No Cloud,Y,Climb,11,2000,0
Airplane,LOGAN INTL,"(-1, 0]",B-737-400,Small,No Cloud,N,Landing Roll,11,2000,0
Airplane,MINNEAPOLIS-ST PAUL INTL,"(1000, 2000]",SAAB-340,Large,Overcast,N,Climb,11,2000,1
Airplane,BARKSDALE AIR FORCE BASE ARPT,"(400, 600]",B-52H,Small,No Cloud,Y,Approach,11,2000,0
Airplane,LOGAN INTL,"(50, 100]",MD-80,Small,No Cloud,Y,Climb,11,2000,0
Airplane,LAGUARDIA NY,"(200, 400]",B-727,Small,No Cloud,N,Climb,11,2000,0
Airplane,PALM BEACH INTL,"(200, 400]",B-767-300,Large,No Cloud,Y,Climb,11,2000,1
Airplane,RONALD REAGAN WASHINGTON NATL,"(10, 30]",A-319,Small,Overcast,Y,Approach,11,2000,0
Airplane,SAN FRANCISCO INTL ARPT,"(-1, 0]",B-737-300,Small,Overcast,N,Landing Roll,11,2000,0
Airplane,CHARLESTON AFB/INTL ARPT,"(1000, 2000]",C-17A,Medium,No Cloud,Y,Approach,11,2000,0
Airplane,JOHN F KENNEDY INTL,"(-1, 0]",B-757-200,Small,No Cloud,N,Take-off run,12,2000,0
Airplane,LOVELL FIELD ARPT,"(10, 30]",C-560,Medium,Some Cloud,N,Climb,12,2000,0
Airplane,JAMES M COX DAYTON INTL,"(-1, 0]",FOKKER F100,Medium,No Cloud,N,Landing Roll,12,2000,0
Airplane,BARKSDALE AIR FORCE BASE ARPT,"(400, 600]",B-52H,Medium,No Cloud,Y,Climb,12,2000,1
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(200, 400]",CL-RJ100/200,Medium,Overcast,N,Climb,12,2000,1
Airplane,VANCOUVER INTL,"(30, 50]",B-737-400,Large,Some Cloud,N,Approach,12,2000,1
Airplane,LEHIGH VALLEY INTL,"(-1, 0]",CL-RJ100/200,Large,Some Cloud,N,Landing Roll,12,2000,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",SAAB-340,Medium,Overcast,N,Landing Roll,12,2000,0
Airplane,PUERTO VALLARTA,"(400, 600]",MD-82,Medium,No Cloud,N,Approach,12,2000,0
Airplane,ALBUQUERQUE INTL,"(10, 30]",CL-RJ100/200,Small,No Cloud,N,Climb,12,2000,0
Airplane,NEWARK LIBERTY INTL ARPT,"(-1, 0]",DC-9-30,Small,No Cloud,N,Take-off run,1,2001,0
Airplane,MIAMI INTL,"(50, 100]",B-757-200,Large,Some Cloud,Y,Climb,1,2001,1
Airplane,RONALD REAGAN WASHINGTON NATL,"(1000, 2000]",A-320,Medium,No Cloud,N,Approach,1,2001,0
